timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,24.33,947.08,60.86,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,24.39,946.95,59.51,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,24.28,945.59,60.05,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,25.17,946.76,56.25,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,25.89,946.55,55.22,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,27.27,946.85,55.36,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,27.94,946.37,51.58,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,29.29,946.49,52.04,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,30.65,946.22,50.71,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,30.89,946.69,48.87,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,31.37,947.09,44.22,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,31.81,947.34,45.07,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,32.06,947.33,44.91,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,31.78,947.15,45.48,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,31.93,947.61,44.92,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,31.37,947.2,47.61,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,30.37,946.85,48.96,GOOD,normal,0
2026-08-01T17:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,28.66,947.68,50.21,GOOD,normal,0
2026-08-01T18:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,28.14,947.91,52.31,GOOD,normal,0
2026-08-01T19:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,26.92,947.58,54.07,GOOD,normal,0
2026-08-01T20:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,26.1,947.57,54.14,GOOD,normal,0
2026-08-01T21:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,24.92,948.16,60.06,GOOD,normal,0
2026-08-01T22:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,24.27,949.19,59.39,GOOD,normal,0
2026-08-01T23:00:00+00:00,AWS-CS-001,Chhatrapati Sambhajinagar,24.37,947.68,59.51,GOOD,normal,0
