timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,23.88,943.36,63.14,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,24.11,943.82,59.46,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,24.82,943.79,59.23,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,25.61,943.09,57.87,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,25.87,942.97,54.71,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,27.39,943.01,54.28,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,28.78,943.92,51.87,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,29.05,944.72,51.09,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,30.07,943.69,48.66,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,31.08,944.34,44.9,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,31.59,943.86,46.45,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,32.11,944.29,44.57,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,31.85,944.0,44.75,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,31.98,944.78,40.11,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,32.17,943.84,44.67,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,30.66,944.79,42.76,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS-CS-003,Chhatrapati Sambhajinagar,30.7,944.95,48.86,GOOD,normal,0
