timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS_002,Pune,23.93,944.89,69.97,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS_002,Pune,23.78,943.75,70.71,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS_002,Pune,24.01,945.85,67.99,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS_002,Pune,25.11,944.37,68.11,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS_002,Pune,26.37,944.33,65.66,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS_002,Pune,27.37,944.5,61.07,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS_002,Pune,27.51,945.37,59.63,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS_002,Pune,28.72,946.23,59.09,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS_002,Pune,29.02,944.8,58.91,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS_002,Pune,30.94,946.64,58.01,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS_002,Pune,30.99,945.62,52.44,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS_002,Pune,31.44,945.94,50.8,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS_002,Pune,31.28,946.15,55.02,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS_002,Pune,31.37,945.56,53.32,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS_002,Pune,30.91,945.26,58.41,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS_002,Pune,30.46,945.65,56.73,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS_002,Pune,29.39,946.61,55.14,GOOD,normal,0
2026-08-01T17:00:00+00:00,AWS_002,Pune,28.9,945.18,59.59,GOOD,normal,0
2026-08-01T18:00:00+00:00,AWS_002,Pune,27.79,945.91,61.4,GOOD,normal,0
2026-08-01T19:00:00+00:00,AWS_002,Pune,26.1,945.69,62.99,GOOD,normal,0
2026-08-01T20:00:00+00:00,AWS_002,Pune,25.65,946.06,65.09,GOOD,normal,0
2026-08-01T21:00:00+00:00,AWS_002,Pune,25.1,946.62,66.56,GOOD,normal,0
2026-08-01T22:00:00+00:00,AWS_002,Pune,24.31,945.86,69.34,GOOD,normal,0
2026-08-01T23:00:00+00:00,AWS_002,Pune,23.64,946.55,70.02,GOOD,normal,0
2026-08-02T00:00:00+00:00,AWS_002,Pune,24.02,946.28,70.04,GOOD,normal,0
2026-08-02T01:00:00+00:00,AWS_002,Pune,24.07,947.13,68.37,GOOD,normal,0
2026-08-02T02:00:00+00:00,AWS_002,Pune,24.82,947.94,69.46,GOOD,normal,0
2026-08-02T03:00:00+00:00,AWS_002,Pune,24.26,946.57,65.89,GOOD,normal,0
2026-08-02T04:00:00+00:00,AWS_002,Pune,25.5,946.57,65.52,GOOD,normal,0
2026-08-02T05:00:00+00:00,AWS_002,Pune,26.99,947.06,64.45,GOOD,normal,0
2026-08-02T06:00:00+00:00,AWS_002,Pune,27.29,947.26,61.77,GOOD,normal,0
2026-08-02T07:00:00+00:00,AWS_002,Pune,28.8,947.71,58.97,GOOD,normal,0
2026-08-02T08:00:00+00:00,AWS_002,Pune,29.45,947.35,56.49,GOOD,normal,0
2026-08-02T09:00:00+00:00,AWS_002,Pune,30.66,946.86,56.54,GOOD,normal,0
2026-08-02T10:00:00+00:00,AWS_002,Pune,30.65,946.82,52.34,GOOD,normal,0
2026-08-02T11:00:00+00:00,AWS_002,Pune,31.79,946.08,54.38,GOOD,normal,0
2026-08-02T12:00:00+00:00,AWS_002,Pune,31.84,946.55,52.88,GOOD,normal,0
2026-08-02T13:00:00+00:00,AWS_002,Pune,32.29,947.63,53.64,GOOD,normal,0
2026-08-02T14:00:00+00:00,AWS_002,Pune,32.02,946.97,53.26,GOOD,normal,0
2026-08-02T15:00:00+00:00,AWS_002,Pune,31.01,947.26,53.51,GOOD,normal,0
2026-08-02T16:00:00+00:00,AWS_002,Pune,29.68,947.47,58.36,GOOD,normal,0
2026-08-02T17:00:00+00:00,AWS_002,Pune,28.38,947.74,60.29,GOOD,normal,0
2026-08-02T18:00:00+00:00,AWS_002,Pune,27.3,946.99,60.04,GOOD,normal,0
2026-08-02T19:00:00+00:00,AWS_002,Pune,26.23,947.12,64.56,GOOD,normal,0
2026-08-02T20:00:00+00:00,AWS_002,Pune,25.58,947.09,63.55,GOOD,normal,0
2026-08-02T21:00:00+00:00,AWS_002,Pune,25.37,946.41,67.7,GOOD,normal,0
2026-08-02T22:00:00+00:00,AWS_002,Pune,23.87,947.04,68.82,GOOD,normal,0
2026-08-02T23:00:00+00:00,AWS_002,Pune,23.62,946.58,67.52,GOOD,normal,0
2026-08-03T00:00:00+00:00,AWS_002,Pune,23.71,947.96,68.47,GOOD,normal,0
2026-08-03T01:00:00+00:00,AWS_002,Pune,23.8,947.71,67.38,GOOD,normal,0
2026-08-03T02:00:00+00:00,AWS_002,Pune,24.69,946.36,66.9,GOOD,normal,0
2026-08-03T03:00:00+00:00,AWS_002,Pune,24.69,948.22,64.77,GOOD,normal,0
2026-08-03T04:00:00+00:00,AWS_002,Pune,25.2,948.11,64.54,GOOD,normal,0
