timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS-N-002,Nashik,22.62,943.73,65.6,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS-N-002,Nashik,23.36,944.08,65.55,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS-N-002,Nashik,23.13,944.59,64.36,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS-N-002,Nashik,24.07,944.3,63.25,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS-N-002,Nashik,24.93,943.54,63.98,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS-N-002,Nashik,26.14,944.17,61.17,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS-N-002,Nashik,27.13,944.45,57.89,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS-N-002,Nashik,28.11,943.51,54.46,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS-N-002,Nashik,29.43,944.13,52.99,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS-N-002,Nashik,29.52,944.49,51.8,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS-N-002,Nashik,31.16,945.26,50.26,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS-N-002,Nashik,31.36,945.25,50.52,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS-N-002,Nashik,31.25,946.45,52.07,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS-N-002,Nashik,31.14,945.13,49.33,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS-N-002,Nashik,30.81,945.96,48.59,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS-N-002,Nashik,30.15,944.78,51.72,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS-N-002,Nashik,29.39,945.55,56.86,GOOD,normal,0
2026-08-01T17:00:00+00:00,AWS-N-002,Nashik,27.68,946.45,56.62,GOOD,normal,0
2026-08-01T18:00:00+00:00,AWS-N-002,Nashik,27.43,945.62,58.06,GOOD,normal,0
2026-08-01T19:00:00+00:00,AWS-N-002,Nashik,26.06,945.32,61.44,GOOD,normal,0
2026-08-01T20:00:00+00:00,AWS-N-002,Nashik,25.1,945.97,60.87,GOOD,normal,0
2026-08-01T21:00:00+00:00,AWS-N-002,Nashik,24.39,946.43,63.33,GOOD,normal,0
2026-08-01T22:00:00+00:00,AWS-N-002,Nashik,23.17,946.22,63.84,GOOD,normal,0
2026-08-01T23:00:00+00:00,AWS-N-002,Nashik,23.77,946.57,63.6,GOOD,normal,0
2026-08-02T00:00:00+00:00,AWS-N-002,Nashik,23.2,945.97,66.98,GOOD,normal,0
2026-08-02T01:00:00+00:00,AWS-N-002,Nashik,22.77,945.93,66.36,GOOD,normal,0
2026-08-02T02:00:00+00:00,AWS-N-002,Nashik,23.13,945.53,65.1,GOOD,normal,0
2026-08-02T03:00:00+00:00,AWS-N-002,Nashik,24.15,947.17,61.7,GOOD,normal,0
2026-08-02T04:00:00+00:00,AWS-N-002,Nashik,25.02,946.06,61.25,GOOD,normal,0
2026-08-02T05:00:00+00:00,AWS-N-002,Nashik,25.7,946.45,60.92,GOOD,normal,0
2026-08-02T06:00:00+00:00,AWS-N-002,Nashik,27.27,945.74,59.54,GOOD,normal,0
2026-08-02T07:00:00+00:00,AWS-N-002,Nashik,28.46,946.96,55.97,GOOD,normal,0
2026-08-02T08:00:00+00:00,AWS-N-002,Nashik,29.49,945.96,53.18,GOOD,normal,0
