timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS-B-002,Buldhana,23.48,932.99,60.11,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS-B-002,Buldhana,23.63,933.44,59.31,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS-B-002,Buldhana,24.03,933.96,58.88,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS-B-002,Buldhana,24.95,933.43,58.73,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS-B-002,Buldhana,25.22,934.01,55.72,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS-B-002,Buldhana,26.94,934.22,54.87,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS-B-002,Buldhana,27.88,934.34,52.66,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS-B-002,Buldhana,28.76,934.32,49.82,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS-B-002,Buldhana,29.74,935.16,47.07,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS-B-002,Buldhana,30.23,934.88,47.62,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS-B-002,Buldhana,30.74,935.12,45.64,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS-B-002,Buldhana,31.55,934.68,45.41,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS-B-002,Buldhana,31.33,935.01,42.21,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS-B-002,Buldhana,31.56,934.42,45.27,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS-B-002,Buldhana,30.95,934.72,44.65,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS-B-002,Buldhana,31.02,935.02,45.77,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS-B-002,Buldhana,29.9,934.95,48.06,GOOD,normal,0
2026-08-01T17:00:00+00:00,AWS-B-002,Buldhana,29.03,935.19,50.31,GOOD,normal,0
2026-08-01T18:00:00+00:00,AWS-B-002,Buldhana,27.4,935.61,51.36,GOOD,normal,0
2026-08-01T19:00:00+00:00,AWS-B-002,Buldhana,27.24,936.43,54.62,GOOD,normal,0
2026-08-01T20:00:00+00:00,AWS-B-002,Buldhana,25.19,935.17,56.46,GOOD,normal,0
2026-08-01T21:00:00+00:00,AWS-B-002,Buldhana,24.7,935.51,58.27,GOOD,normal,0
2026-08-01T22:00:00+00:00,AWS-B-002,Buldhana,23.89,935.97,57.25,GOOD,normal,0
2026-08-01T23:00:00+00:00,AWS-B-002,Buldhana,23.87,935.16,59.94,GOOD,normal,0
2026-08-02T00:00:00+00:00,AWS-B-002,Buldhana,23.89,935.39,58.21,GOOD,normal,0
2026-08-02T01:00:00+00:00,AWS-B-002,Buldhana,24.39,935.54,58.09,GOOD,normal,0
2026-08-02T02:00:00+00:00,AWS-B-002,Buldhana,23.94,935.74,58.12,GOOD,normal,0
2026-08-02T03:00:00+00:00,AWS-B-002,Buldhana,24.76,935.69,57.59,GOOD,normal,0
2026-08-02T04:00:00+00:00,AWS-B-002,Buldhana,26.09,934.39,58.04,GOOD,normal,0
2026-08-02T05:00:00+00:00,AWS-B-002,Buldhana,26.91,935.36,54.19,GOOD,normal,0
2026-08-02T06:00:00+00:00,AWS-B-002,Buldhana,28.07,935.76,51.84,GOOD,normal,0
2026-08-02T07:00:00+00:00,AWS-B-002,Buldhana,28.36,936.28,50.18,GOOD,normal,0
2026-08-02T08:00:00+00:00,AWS-B-002,Buldhana,29.77,936.79,50.63,GOOD,normal,0
2026-08-02T09:00:00+00:00,AWS-B-002,Buldhana,30.26,935.7,45.56,GOOD,normal,0
2026-08-02T10:00:00+00:00,AWS-B-002,Buldhana,31.75,936.9,45.29,GOOD,normal,0
2026-08-02T11:00:00+00:00,AWS-B-002,Buldhana,31.76,936.72,44.46,GOOD,normal,0
2026-08-02T12:00:00+00:00,AWS-B-002,Buldhana,31.17,935.74,45.42,GOOD,normal,0
2026-08-02T13:00:00+00:00,AWS-B-002,Buldhana,30.96,936.22,45.3,GOOD,normal,0
2026-08-02T14:00:00+00:00,AWS-B-002,Buldhana,31.02,936.7,45.61,GOOD,normal,0
2026-08-02T15:00:00+00:00,AWS-B-002,Buldhana,29.52,935.83,44.74,GOOD,normal,0
2026-08-02T16:00:00+00:00,AWS-B-002,Buldhana,30.07,935.71,49.37,GOOD,normal,0
2026-08-02T17:00:00+00:00,AWS-B-002,Buldhana,28.43,935.35,49.8,GOOD,normal,0
2026-08-02T18:00:00+00:00,AWS-B-002,Buldhana,27.54,935.29,51.34,GOOD,normal,0
2026-08-02T19:00:00+00:00,AWS-B-002,Buldhana,26.69,936.24,52.05,GOOD,normal,0
2026-08-02T20:00:00+00:00,AWS-B-002,Buldhana,25.94,936.18,56.71,GOOD,normal,0
2026-08-02T21:00:00+00:00,AWS-B-002,Buldhana,25.53,936.84,57.53,GOOD,normal,0
2026-08-02T22:00:00+00:00,AWS-B-002,Buldhana,24.17,936.23,58.71,GOOD,normal,0
2026-08-02T23:00:00+00:00,AWS-B-002,Buldhana,23.82,936.68,57.33,GOOD,normal,0
2026-08-03T00:00:00+00:00,AWS-B-002,Buldhana,23.67,936.61,60.7,GOOD,normal,0
2026-08-03T01:00:00+00:00,AWS-B-002,Buldhana,23.91,936.84,58.92,GOOD,normal,0
2026-08-03T02:00:00+00:00,AWS-B-002,Buldhana,23.62,936.11,58.42,GOOD,normal,0
2026-08-03T03:00:00+00:00,AWS-B-002,Buldhana,24.64,936.11,57.09,GOOD,normal,0
2026-08-03T04:00:00+00:00,AWS-B-002,Buldhana,25.81,936.14,56.17,GOOD,normal,0
2026-08-03T05:00:00+00:00,AWS-B-002,Buldhana,27.11,936.49,53.42,GOOD,normal,0
2026-08-03T06:00:00+00:00,AWS-B-002,Buldhana,27.28,936.0,53.55,GOOD,normal,0
2026-08-03T07:00:00+00:00,AWS-B-002,Buldhana,28.82,936.27,49.63,GOOD,normal,0
2026-08-03T08:00:00+00:00,AWS-B-002,Buldhana,29.88,936.33,45.8,GOOD,normal,0
2026-08-03T09:00:00+00:00,AWS-B-002,Buldhana,30.61,937.42,45.16,GOOD,normal,0
2026-08-03T10:00:00+00:00,AWS-B-002,Buldhana,31.8,935.58,45.91,GOOD,normal,0
2026-08-03T11:00:00+00:00,AWS-B-002,Buldhana,31.72,935.98,45.81,GOOD,normal,0
2026-08-03T12:00:00+00:00,AWS-B-002,Buldhana,31.26,935.71,43.8,GOOD,normal,0
2026-08-03T13:00:00+00:00,AWS-B-002,Buldhana,32.04,937.16,43.31,GOOD,normal,0
2026-08-03T14:00:00+00:00,AWS-B-002,Buldhana,31.34,936.47,45.16,GOOD,normal,0
2026-08-03T15:00:00+00:00,AWS-B-002,Buldhana,31.2,935.33,45.95,GOOD,normal,0
2026-08-03T16:00:00+00:00,AWS-B-002,Buldhana,29.48,935.65,47.11,GOOD,normal,0
2026-08-03T17:00:00+00:00,AWS-B-002,Buldhana,28.93,936.05,48.96,GOOD,normal,0
2026-08-03T18:00:00+00:00,AWS-B-002,Buldhana,27.78,935.95,53.57,GOOD,normal,0
2026-08-03T19:00:00+00:00,AWS-B-002,Buldhana,26.34,935.49,54.57,GOOD,normal,0
2026-08-03T20:00:00+00:00,AWS-B-002,Buldhana,25.51,935.68,54.9,GOOD,normal,0
2026-08-03T21:00:00+00:00,AWS-B-002,Buldhana,24.52,935.94,60.96,GOOD,normal,0
2026-08-03T22:00:00+00:00,AWS-B-002,Buldhana,24.22,935.68,59.77,GOOD,normal,0
2026-08-03T23:00:00+00:00,AWS-B-002,Buldhana,23.68,935.08,58.05,GOOD,normal,0
2026-08-04T00:00:00+00:00,AWS-B-002,Buldhana,24.33,936.05,60.06,GOOD,normal,0
2026-08-04T01:00:00+00:00,AWS-B-002,Buldhana,23.73,935.33,60.67,GOOD,normal,0
2026-08-04T02:00:00+00:00,AWS-B-002,Buldhana,24.47,935.74,61.43,GOOD,normal,0
2026-08-04T03:00:00+00:00,AWS-B-002,Buldhana,24.98,934.96,57.4,GOOD,normal,0
2026-08-04T04:00:00+00:00,AWS-B-002,Buldhana,25.95,934.84,54.25,GOOD,normal,0
2026-08-04T05:00:00+00:00,AWS-B-002,Buldhana,26.43,934.41,55.24,GOOD,normal,0
2026-08-04T06:00:00+00:00,AWS-B-002,Buldhana,27.72,935.75,51.89,GOOD,normal,0
2026-08-04T07:00:00+00:00,AWS-B-002,Buldhana,28.86,934.33,50.79,GOOD,normal,0
2026-08-04T08:00:00+00:00,AWS-B-002,Buldhana,29.56,935.54,50.77,GOOD,normal,0
2026-08-04T09:00:00+00:00,AWS-B-002,Buldhana,31.0,934.66,46.48,GOOD,normal,0
2026-08-04T10:00:00+00:00,AWS-B-002,Buldhana,31.61,934.39,47.11,GOOD,normal,0
2026-08-04T11:00:00+00:00,AWS-B-002,Buldhana,31.42,934.09,45.93,GOOD,normal,0
2026-08-04T12:00:00+00:00,AWS-B-002,Buldhana,31.4,933.97,43.43,GOOD,normal,0
2026-08-04T13:00:00+00:00,AWS-B-002,Buldhana,30.28,933.71,44.47,GOOD,normal,0
2026-08-04T14:00:00+00:00,AWS-B-002,Buldhana,30.97,934.0,44.15,GOOD,normal,0
2026-08-04T15:00:00+00:00,AWS-B-002,Buldhana,30.41,934.25,45.68,GOOD,normal,0
2026-08-04T16:00:00+00:00,AWS-B-002,Buldhana,29.89,933.61,46.26,GOOD,normal,0
2026-08-04T17:00:00+00:00,AWS-B-002,Buldhana,29.0,934.77,50.18,GOOD,normal,0
2026-08-04T18:00:00+00:00,AWS-B-002,Buldhana,27.38,932.31,51.81,GOOD,normal,0
2026-08-04T19:00:00+00:00,AWS-B-002,Buldhana,26.14,932.88,54.46,GOOD,normal,0
2026-08-04T20:00:00+00:00,AWS-B-002,Buldhana,25.52,933.07,57.27,GOOD,normal,0
2026-08-04T21:00:00+00:00,AWS-B-002,Buldhana,25.28,933.81,56.34,GOOD,normal,0
2026-08-04T22:00:00+00:00,AWS-B-002,Buldhana,24.38,932.91,56.48,GOOD,normal,0
2026-08-04T23:00:00+00:00,AWS-B-002,Buldhana,23.93,933.63,59.9,GOOD,normal,0
2026-08-05T00:00:00+00:00,AWS-B-002,Buldhana,24.05,933.66,61.63,GOOD,normal,0
2026-08-05T01:00:00+00:00,AWS-B-002,Buldhana,23.74,932.18,59.69,GOOD,normal,0
2026-08-05T02:00:00+00:00,AWS-B-002,Buldhana,24.47,933.05,60.43,GOOD,normal,0
2026-08-05T03:00:00+00:00,AWS-B-002,Buldhana,24.74,933.72,59.08,GOOD,normal,0
2026-08-05T04:00:00+00:00,AWS-B-002,Buldhana,26.58,932.17,55.05,GOOD,normal,0
2026-08-05T05:00:00+00:00,AWS-B-002,Buldhana,26.82,933.69,53.32,GOOD,normal,0
2026-08-05T06:00:00+00:00,AWS-B-002,Buldhana,27.63,932.13,54.32,GOOD,normal,0
2026-08-05T07:00:00+00:00,AWS-B-002,Buldhana,28.62,931.96,50.65,GOOD,normal,0
2026-08-05T08:00:00+00:00,AWS-B-002,Buldhana,29.44,931.9,45.49,GOOD,normal,0
2026-08-05T09:00:00+00:00,AWS-B-002,Buldhana,30.29,932.6,48.14,GOOD,normal,0
2026-08-05T10:00:00+00:00,AWS-B-002,Buldhana,30.25,932.62,45.34,GOOD,normal,0
2026-08-05T11:00:00+00:00,AWS-B-002,Buldhana,32.06,932.7,44.31,GOOD,normal,0
2026-08-05T12:00:00+00:00,AWS-B-002,Buldhana,31.7,932.35,41.15,GOOD,normal,0
2026-08-05T13:00:00+00:00,AWS-B-002,Buldhana,31.7,931.98,43.36,GOOD,normal,0
2026-08-05T14:00:00+00:00,AWS-B-002,Buldhana,31.76,931.27,46.04,GOOD,normal,0
2026-08-05T15:00:00+00:00,AWS-B-002,Buldhana,29.89,932.26,47.27,GOOD,normal,0
2026-08-05T16:00:00+00:00,AWS-B-002,Buldhana,30.39,932.24,47.06,GOOD,normal,0
2026-08-05T17:00:00+00:00,AWS-B-002,Buldhana,29.02,932.54,49.57,GOOD,normal,0
2026-08-05T18:00:00+00:00,AWS-B-002,Buldhana,28.16,931.4,55.54,GOOD,normal,0
2026-08-05T19:00:00+00:00,AWS-B-002,Buldhana,26.89,932.35,54.57,GOOD,normal,0
2026-08-05T20:00:00+00:00,AWS-B-002,Buldhana,25.8,932.43,58.64,GOOD,normal,0
2026-08-05T21:00:00+00:00,AWS-B-002,Buldhana,24.45,930.62,60.2,GOOD,normal,0
2026-08-05T22:00:00+00:00,AWS-B-002,Buldhana,25.13,932.25,59.8,GOOD,normal,0
2026-08-05T23:00:00+00:00,AWS-B-002,Buldhana,23.95,931.59,60.06,GOOD,normal,0
2026-08-06T00:00:00+00:00,AWS-B-002,Buldhana,23.64,931.15,58.03,GOOD,normal,0
2026-08-06T01:00:00+00:00,AWS-B-002,Buldhana,23.68,931.53,62.94,GOOD,normal,0
2026-08-06T02:00:00+00:00,AWS-B-002,Buldhana,23.86,931.39,61.92,GOOD,normal,0
2026-08-06T03:00:00+00:00,AWS-B-002,Buldhana,24.89,930.77,57.61,GOOD,normal,0
2026-08-06T04:00:00+00:00,AWS-B-002,Buldhana,25.97,931.11,58.2,GOOD,normal,0
2026-08-06T05:00:00+00:00,AWS-B-002,Buldhana,26.47,931.2,55.42,GOOD,normal,0
