timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS-B-001,Buldhana,23.59,936.2,58.29,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS-B-001,Buldhana,23.4,936.47,59.32,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS-B-001,Buldhana,23.82,935.29,57.74,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS-B-001,Buldhana,23.93,935.08,57.54,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS-B-001,Buldhana,25.07,936.55,55.86,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS-B-001,Buldhana,26.31,935.92,54.22,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS-B-001,Buldhana,27.38,935.34,53.54,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS-B-001,Buldhana,28.79,935.76,50.84,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS-B-001,Buldhana,29.63,935.64,48.96,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS-B-001,Buldhana,29.91,935.47,45.52,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS-B-001,Buldhana,30.37,935.52,43.73,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS-B-001,Buldhana,31.59,936.1,45.97,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS-B-001,Buldhana,31.73,936.51,45.49,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS-B-001,Buldhana,31.91,936.35,43.71,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS-B-001,Buldhana,30.76,935.63,45.79,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS-B-001,Buldhana,30.59,936.11,45.27,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS-B-001,Buldhana,29.64,936.42,51.71,GOOD,normal,0
2026-08-01T17:00:00+00:00,AWS-B-001,Buldhana,28.56,936.88,49.62,GOOD,normal,0
2026-08-01T18:00:00+00:00,AWS-B-001,Buldhana,27.3,937.1,53.4,GOOD,normal,0
2026-08-01T19:00:00+00:00,AWS-B-001,Buldhana,26.84,935.98,52.51,GOOD,normal,0
2026-08-01T20:00:00+00:00,AWS-B-001,Buldhana,25.99,937.64,55.95,GOOD,normal,0
2026-08-01T21:00:00+00:00,AWS-B-001,Buldhana,24.48,937.15,58.01,GOOD,normal,0
2026-08-01T22:00:00+00:00,AWS-B-001,Buldhana,23.99,937.58,60.15,GOOD,normal,0
2026-08-01T23:00:00+00:00,AWS-B-001,Buldhana,23.06,937.44,57.95,GOOD,normal,0
2026-08-02T00:00:00+00:00,AWS-B-001,Buldhana,23.57,938.07,61.2,GOOD,normal,0
2026-08-02T01:00:00+00:00,AWS-B-001,Buldhana,23.33,938.17,61.34,GOOD,normal,0
2026-08-02T02:00:00+00:00,AWS-B-001,Buldhana,24.71,936.98,58.51,GOOD,normal,0
2026-08-02T03:00:00+00:00,AWS-B-001,Buldhana,24.53,936.89,58.12,GOOD,normal,0
2026-08-02T04:00:00+00:00,AWS-B-001,Buldhana,25.71,937.49,56.77,GOOD,normal,0
2026-08-02T05:00:00+00:00,AWS-B-001,Buldhana,26.22,939.02,56.56,GOOD,normal,0
2026-08-02T06:00:00+00:00,AWS-B-001,Buldhana,27.13,936.75,53.06,GOOD,normal,0
2026-08-02T07:00:00+00:00,AWS-B-001,Buldhana,28.81,937.15,49.51,GOOD,normal,0
2026-08-02T08:00:00+00:00,AWS-B-001,Buldhana,29.59,939.18,45.09,GOOD,normal,0
2026-08-02T09:00:00+00:00,AWS-B-001,Buldhana,30.33,937.42,46.28,GOOD,normal,0
2026-08-02T10:00:00+00:00,AWS-B-001,Buldhana,30.76,938.47,46.79,GOOD,normal,0
2026-08-02T11:00:00+00:00,AWS-B-001,Buldhana,31.09,936.92,46.13,GOOD,normal,0
2026-08-02T12:00:00+00:00,AWS-B-001,Buldhana,30.97,937.07,44.7,GOOD,normal,0
2026-08-02T13:00:00+00:00,AWS-B-001,Buldhana,31.64,938.12,41.1,GOOD,normal,0
2026-08-02T14:00:00+00:00,AWS-B-001,Buldhana,30.75,937.77,43.29,GOOD,normal,0
2026-08-02T15:00:00+00:00,AWS-B-001,Buldhana,30.07,937.85,48.51,GOOD,normal,0
2026-08-02T16:00:00+00:00,AWS-B-001,Buldhana,29.48,938.04,47.47,GOOD,normal,0
2026-08-02T17:00:00+00:00,AWS-B-001,Buldhana,29.13,937.55,50.29,GOOD,normal,0
2026-08-02T18:00:00+00:00,AWS-B-001,Buldhana,27.8,937.86,50.87,GOOD,normal,0
2026-08-02T19:00:00+00:00,AWS-B-001,Buldhana,26.1,938.4,55.54,GOOD,normal,0
2026-08-02T20:00:00+00:00,AWS-B-001,Buldhana,25.48,937.34,56.7,GOOD,normal,0
