timestamp,station_id,city,temperature,pressure,humidity,quality,event,fault_label
2026-08-01T00:00:00+00:00,AWS-T-001,Thane,24.7,1011.25,84.24,GOOD,normal,0
2026-08-01T01:00:00+00:00,AWS-T-001,Thane,25.23,1012.7,82.44,GOOD,normal,0
2026-08-01T02:00:00+00:00,AWS-T-001,Thane,25.49,1009.68,83.92,GOOD,normal,0
2026-08-01T03:00:00+00:00,AWS-T-001,Thane,26.08,1011.32,80.36,GOOD,normal,0
2026-08-01T04:00:00+00:00,AWS-T-001,Thane,27.07,1012.05,77.33,GOOD,normal,0
2026-08-01T05:00:00+00:00,AWS-T-001,Thane,27.78,1011.74,77.92,GOOD,normal,0
2026-08-01T06:00:00+00:00,AWS-T-001,Thane,28.5,1010.56,74.55,GOOD,normal,0
2026-08-01T07:00:00+00:00,AWS-T-001,Thane,29.38,1012.49,72.86,GOOD,normal,0
2026-08-01T08:00:00+00:00,AWS-T-001,Thane,30.86,1011.04,70.2,GOOD,normal,0
2026-08-01T09:00:00+00:00,AWS-T-001,Thane,31.75,1011.87,67.31,GOOD,normal,0
2026-08-01T10:00:00+00:00,AWS-T-001,Thane,31.66,1012.74,69.79,GOOD,normal,0
2026-08-01T11:00:00+00:00,AWS-T-001,Thane,32.74,1011.22,66.41,GOOD,normal,0
2026-08-01T12:00:00+00:00,AWS-T-001,Thane,33.45,1011.59,68.18,GOOD,normal,0
2026-08-01T13:00:00+00:00,AWS-T-001,Thane,33.03,1011.84,66.75,GOOD,normal,0
2026-08-01T14:00:00+00:00,AWS-T-001,Thane,32.33,1011.87,69.07,GOOD,normal,0
2026-08-01T15:00:00+00:00,AWS-T-001,Thane,31.87,1012.91,69.69,GOOD,normal,0
2026-08-01T16:00:00+00:00,AWS-T-001,Thane,30.4,1011.49,72.0,GOOD,normal,0
2026-08-01T17:00:00+00:00,AWS-T-001,Thane,30.27,1012.17,73.27,GOOD,normal,0
2026-08-01T18:00:00+00:00,AWS-T-001,Thane,29.49,1012.27,76.55,GOOD,normal,0
2026-08-01T19:00:00+00:00,AWS-T-001,Thane,28.17,1012.57,76.8,GOOD,normal,0
2026-08-01T20:00:00+00:00,AWS-T-001,Thane,26.98,1012.9,76.51,GOOD,normal,0
2026-08-01T21:00:00+00:00,AWS-T-001,Thane,25.84,1013.02,82.11,GOOD,normal,0
2026-08-01T22:00:00+00:00,AWS-T-001,Thane,25.51,1011.72,82.05,GOOD,normal,0
2026-08-01T23:00:00+00:00,AWS-T-001,Thane,24.63,1013.16,82.0,GOOD,normal,0
2026-08-02T00:00:00+00:00,AWS-T-001,Thane,25.13,1013.18,83.32,GOOD,normal,0
2026-08-02T01:00:00+00:00,AWS-T-001,Thane,24.49,1012.32,80.44,GOOD,normal,0
2026-08-02T02:00:00+00:00,AWS-T-001,Thane,25.34,1013.09,80.74,GOOD,normal,0
2026-08-02T03:00:00+00:00,AWS-T-001,Thane,25.97,1012.75,79.39,GOOD,normal,0
2026-08-02T04:00:00+00:00,AWS-T-001,Thane,27.06,1013.71,79.36,GOOD,normal,0
2026-08-02T05:00:00+00:00,AWS-T-001,Thane,28.15,1013.09,76.68,GOOD,normal,0
2026-08-02T06:00:00+00:00,AWS-T-001,Thane,29.0,1012.82,74.34,GOOD,normal,0
2026-08-02T07:00:00+00:00,AWS-T-001,Thane,30.29,1012.95,74.7,GOOD,normal,0
2026-08-02T08:00:00+00:00,AWS-T-001,Thane,30.79,1012.53,72.97,GOOD,normal,0
2026-08-02T09:00:00+00:00,AWS-T-001,Thane,31.64,1013.46,68.26,GOOD,normal,0
2026-08-02T10:00:00+00:00,AWS-T-001,Thane,33.02,1013.22,66.2,GOOD,normal,0
2026-08-02T11:00:00+00:00,AWS-T-001,Thane,32.74,1013.86,66.58,GOOD,normal,0
2026-08-02T12:00:00+00:00,AWS-T-001,Thane,33.69,1013.54,69.61,GOOD,normal,0
2026-08-02T13:00:00+00:00,AWS-T-001,Thane,32.89,1013.77,66.77,GOOD,normal,0
2026-08-02T14:00:00+00:00,AWS-T-001,Thane,32.89,1012.68,69.49,GOOD,normal,0
2026-08-02T15:00:00+00:00,AWS-T-001,Thane,31.69,1013.57,69.74,GOOD,normal,0
2026-08-02T16:00:00+00:00,AWS-T-001,Thane,30.7,1014.06,70.05,GOOD,normal,0
2026-08-02T17:00:00+00:00,AWS-T-001,Thane,29.72,1014.33,72.63,GOOD,normal,0
2026-08-02T18:00:00+00:00,AWS-T-001,Thane,29.22,1013.49,73.2,GOOD,normal,0
2026-08-02T19:00:00+00:00,AWS-T-001,Thane,27.91,1014.75,79.31,GOOD,normal,0
2026-08-02T20:00:00+00:00,AWS-T-001,Thane,27.03,1013.26,77.06,GOOD,normal,0
2026-08-02T21:00:00+00:00,AWS-T-001,Thane,26.42,1013.33,80.54,GOOD,normal,0
2026-08-02T22:00:00+00:00,AWS-T-001,Thane,25.41,1013.03,83.01,GOOD,normal,0
